"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"Father Joe's Thanksgiving Day 5K","52312","","ATHLETIC","Today is Thanksgiving Day. It's a day to express both thanks for what we have and to extend compassion to those who are homeless, hungry, and lonely. Proceeds from this 5K run/walk will provide basic provisions for underprivileged persons through the St. Vincent de Paul Village. ","Cabrillo Bridge near the arch at the Museum of Man - Balboa Dr. - 6th Ave. - Robinson Ave. - Vermont St. - Pennsylvania Ave. - Richmond St. - Upas St. - Park Blvd. - frontage road - Park Blvd. - Village Place - El Prado - reflection pond  ","2019-11-28 06:30:00","2019-11-28 11:00:00","7,000","100","St. Vincent De Paul Village","www.thanksgivingrun.org","Laurel Street & 6th Avenue","32.7313938143","-117.159399402"
"Ocean Beach Certified Farmer's Market (Wednesdays)","51503","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-11-27 16:00:00","2019-11-27 20:00:00","1,200","125","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","33.7284523","-117.8328371"
"Little Italy's Wednesday Farmers Market","51452","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-11-27 09:00:00","2019-11-27 14:00:00","1,200","80","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","",""
"Pacific Beach Tuesday Farmers' Market","51865","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-11-26 14:00:00","2019-11-26 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
"Sunday Artisan Market","52115","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-11-24 10:00:00","2019-11-24 15:00:00","","30","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","",""
"Old Town Artisan's Market","51704","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-11-24 09:00:00","2019-11-24 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"2019 Hillcrest Farmers' Market (Sundays)","52065","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue, Harvey Milk between Normal and Cleveland Streets","2019-11-24 09:00:00","2019-11-24 14:00:00","4,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.748542300000004","-117.149901"
"Dia del Cafe presents Alley Shutdown","52158","","FESTIVAL","There will be a variety of local guest speakers discussing different ways to promote and support local small businesses for beginners and experts. The event will in1clude exhibitors and entertainment. ","Alleyway bounded by Adams Avenue, Utah Street, Madison Avenue, Kansas Street","2019-11-23 10:00:00","2019-11-23 19:00:00","300","10","Dia del Cafe","","2873 Adams Avenue","32.762706699999995","-117.1319673"
"Old Town Artisan's Market","51703","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-11-23 09:00:00","2019-11-23 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"City Heights Farmer's Market (Every Saturday)","51813","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue ","2019-11-23 09:00:00","2019-11-23 13:00:00","500","100","San Diego County Farm Bureau ","www.sdfarmbureau.org","Wightman & 43rd Streets","32.7477532","-117.0999832"
"The Mercato Little Italy's Farmers' Market","51761","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes. ","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard ","2019-11-23 08:00:00","2019-11-23 14:00:00","2,500","400","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","",""
"Ocean Beach Certified Farmer's Market (Wednesdays)","51502","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-11-20 16:00:00","2019-11-20 20:00:00","1,200","125","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","33.7284523","-117.8328371"
"Curbside Bites Food Truck Markets - Downtown Lunch","51982","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-11-20 11:00:00","2019-11-20 14:00:00","300","30","Curbside Bites ","www.curbsidebites.com","B Street & India Street","33.0477549","-117.2979035"
"Little Italy's Wednesday Farmers Market","51451","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-11-20 09:00:00","2019-11-20 14:00:00","1,200","80","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","",""
"Pacific Beach Tuesday Farmers' Market","51864","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-11-19 14:00:00","2019-11-19 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
"Sunday Artisan Market","52114","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-11-17 10:00:00","2019-11-17 15:00:00","","30","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","",""
"Old Town Artisan's Market","51702","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-11-17 09:00:00","2019-11-17 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"2019 Hillcrest Farmers' Market (Sundays)","52064","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue, Harvey Milk between Normal and Cleveland Streets","2019-11-17 09:00:00","2019-11-17 14:00:00","4,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.748542300000004","-117.149901"
"Hillcrest Car Show","51882","","FARMERS","Come and see classic cars displayed, talk to the owners, and get information on how to join the LGBT Classic Car Club. ","Normal Street between Harvey Milk Street and University Avenue ","2019-11-16 14:00:00","2019-11-16 18:00:00","250","20","Hillcrest Business Association","www.fabuloushillcrest.com","Normal & Harvey Milk Streets","32.7521124","-117.1481502"
"City Heights Farmer's Market (Every Saturday)","51812","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue ","2019-11-16 09:00:00","2019-11-16 13:00:00","500","100","San Diego County Farm Bureau ","www.sdfarmbureau.org","Wightman & 43rd Streets","32.7477532","-117.0999832"
"Old Town Artisan's Market","51701","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-11-16 09:00:00","2019-11-16 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"Ocean Beach Town Council Craft Fair","52391","","ATHLETIC","Enjoy the OB Craft Fair put on by the OB Town Council each year leading up to the holidays. Shop from local craft vendors and enjoy the beautiful oceanfront view. The holidays are right around the corner!","Veteran's Plaza and Lawn Area at Newport Avenue and Abbott Street","2019-11-16 09:00:00","2019-11-16 16:00:00","","","Ocean Beach Town Council ","www.obtowncouncil.org","1900 Oceant Front Street","33.76421550000001","-118.16961869999999"
"The Mercato Little Italy's Farmers' Market","51760","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes. ","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard ","2019-11-16 08:00:00","2019-11-16 14:00:00","2,500","400","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","",""
"Ocean Beach Certified Farmer's Market (Wednesdays)","51501","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-11-13 16:00:00","2019-11-13 20:00:00","1,200","125","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","33.7284523","-117.8328371"
"Curbside Bites Food Truck Markets - Downtown Lunch","51981","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-11-13 11:00:00","2019-11-13 14:00:00","300","30","Curbside Bites ","www.curbsidebites.com","B Street & India Street","33.0477549","-117.2979035"
"Little Italy's Wednesday Farmers Market","51450","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-11-13 09:00:00","2019-11-13 14:00:00","1,200","80","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","",""
"Pacific Beach Tuesday Farmers' Market","51863","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-11-12 14:00:00","2019-11-12 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
"2018 San Diego Veterans Day Parade","52314","","PARADES","Come to watch this patriotic parade and stand with hand over heart in honor and recognition to United States Veterans from all branches of our military. You'll see marching formations of Veterans organizations, military units, musical bands, civic organizations, floats, and flag processions.","Harbor Dr./Grape St. - Harbor Dr. - Pacific Hwy. -G St./Pacific Hwy.  ","2019-11-11 10:00:00","2019-11-11 12:00:00","60,000","2,000","Veterans Memorial Center","","Harbor Dr & Grape St ","32.7094908","-117.1708757"
"Sunday Artisan Market","52113","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-11-10 10:00:00","2019-11-10 15:00:00","","30","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","",""
